1,1,1,1,6.65163e-10,1.72985e-14,0.821188,2.13562e-05
0.531974,0.318339,0.531974,0.318339,3.53849e-10,5.5068e-15,0.436851,6.79852e-06
0.62698,0.432434,0.62698,0.432434,4.17043e-10,7.48047e-15,0.514868,9.23515e-06
0.62698,0.432434,0.62698,0.432434,4.17043e-10,7.48047e-15,0.514868,9.23515e-06
0.62698,0.432434,0.62698,0.432434,4.17043e-10,7.48047e-15,0.514868,9.23515e-06
0.482851,0.26596,0.482851,0.26596,3.21174e-10,4.60073e-15,0.396512,5.67991e-06
0.56731,0.340704,0.56731,0.340704,3.77354e-10,5.89369e-15,0.465869,7.27616e-06
0.56731,0.340704,0.56731,0.340704,3.77354e-10,5.89369e-15,0.465869,7.27616e-06
0.573132,0.330201,0.573132,0.330201,3.81226e-10,5.71199e-15,0.470649,7.05184e-06
0.573132,0.330201,0.573132,0.330201,3.81226e-10,5.71199e-15,0.470649,7.05184e-06
0.573132,0.330201,0.573132,0.330201,3.81226e-10,5.71199e-15,0.470649,7.05184e-06
0.460609,0.274387,0.460609,0.274387,3.0638e-10,4.7465e-15,0.378247,5.85988e-06
0.460609,0.274387,0.460609,0.274387,3.0638e-10,4.7465e-15,0.378247,5.85988e-06
0.460609,0.274387,0.460609,0.274387,3.0638e-10,4.7465e-15,0.378247,5.85988e-06
0.460609,0.274387,0.460609,0.274387,3.0638e-10,4.7465e-15,0.378247,5.85988e-06
0.460609,0.274387,0.460609,0.274387,3.0638e-10,4.7465e-15,0.378247,5.85988e-06
0.460609,0.274387,0.460609,0.274387,3.0638e-10,4.7465e-15,0.378247,5.85988e-06
0.518344,0.292856,0.518344,0.292856,3.44783e-10,5.06599e-15,0.425658,6.25431e-06
0.669533,0.414856,0.669533,0.414856,4.45348e-10,7.1764e-15,0.549813,8.85976e-06
0.458172,0.253638,0.458172,0.253638,3.04759e-10,4.38758e-15,0.376246,5.41676e-06
0.458172,0.253638,0.458172,0.253638,3.04759e-10,4.38758e-15,0.376246,5.41676e-06
